
-17.57809, -27.03979, 25.04741, -0.26861,  0.22662,  0.54655
-25.04000, -20.71986, 25.04741, -0.26861,  0.22662,  0.33127
-23.92666, -22.16916, 25.04741, -0.26861,  0.22662, -2.12942
-23.27506, -22.06414, 25.04741, -0.26861,  0.22662, -1.24496
-25.47632, -16.52634, 25.04741, -0.26861,  0.22662,  0.12508
-23.65162, -16.23687, 25.04741, -0.26861,  0.22662,  1.18087
-17.95038, -26.58716, 25.04741, -0.26861,  0.22662, -0.27914
-18.02762, -26.85732, 25.04741, -0.26861,  0.22662,  7.24973
-17.83337, -17.48737, 25.04741, -0.26861,  0.22662,  3.72324
-20.29210, -20.58367, 25.04741, -0.26861,  0.22662,  0.64047
-22.79194, -22.57833, 25.04741, -0.26861,  0.22662, -0.03874
-22.13267, -19.88065, 25.04741, -0.26861,  0.22662, -0.60639
-21.28607, -26.55501, 25.04741, -0.26861,  0.22662,  1.40817
-14.21880, -26.22351, 25.04741, -0.26861,  0.22662,  0.76340
-20.00984, -13.87595, 25.04741, -0.26861,  0.22662, -1.43324
-19.05409, -27.35064, 25.04741, -0.26861,  0.22662,  2.17789
-16.76211, -23.72166, 20.96479, -1.96607,  1.52603,  1.31211
-15.92708, -26.14597, 25.04741, -0.26861,  0.22662,  1.26617
-18.12769, -23.54779, 29.23076,  1.48223,  1.56518,  0.47065
-19.26398, -22.64704, 25.04741, -0.26861,  0.22662,  4.87700
-7.53145, -24.45470, 25.04741, -0.26861,  0.22662,  0.55512
-15.55604, -28.32991, 25.04741, -0.26861,  0.22662,  0.08533
-20.65714, -32.98926, 25.04741, -0.26861,  0.22662,  1.35754
-20.49761, -22.77793, 29.26179, -2.03063, -1.11963, -2.31051
-14.35484, -18.91225, 29.23076,  1.48223,  1.56518,  1.71677
-25.40633, -18.87190, 25.04741, -0.26861,  0.22662, -0.03798
-10.33363, -26.95534, 25.04741, -0.26861,  0.22662, -4.91213
-14.17507, -26.73248, 25.04741, -0.26861,  0.22662,  2.20775
-10.97422, -30.73786, 25.04741, -0.26861,  0.22662,  0.71869
-15.94038, -27.49188, 29.23076,  1.48223,  1.56518,  0.48846
-18.45578, -23.13329, 25.04741, -0.26861,  0.22662,  1.49937
-18.52283, -32.03255, 25.04741, -0.26861,  0.22662,  2.69764
-16.99564, -34.29611, 29.23076,  1.48223,  1.56518,  0.91721
-17.28213, -23.28301, 25.04741, -0.26861,  0.22662,  1.66985
-9.00000, -31.00991, 25.04741, -0.26861,  0.22662,  2.87971
-12.98073, -22.09369, 25.04741, -0.26861,  0.22662,  1.95809
-23.16743, -24.01172, 25.04741, -0.26861,  0.22662,  1.44326
-20.46482, -27.81097, 25.04741, -0.26861,  0.22662,  3.16570
-16.87427, -18.42732, 29.26179, -2.03063, -1.11963,  1.95706
-23.78872, -24.85453, 25.04741, -0.26861,  0.22662, -2.47992
-15.70726, -30.48156, 29.26179, -2.03063, -1.11963,  2.05982
-16.93857, -26.02798, 29.26179, -2.03063, -1.11963,  0.69540
-19.32826, -17.75586, 25.04741, -0.26861,  0.22662, -1.36321
-24.45708, -26.77642, 29.23076,  1.48223,  1.56518,  2.86391
-21.93475, -35.00268, 25.04741, -0.26861,  0.22662, -0.15898
-15.19468, -32.04911, 25.04741, -0.26861,  0.22662,  2.84920
-22.03339, -26.60729, 25.04741, -0.26861,  0.22662,  2.57109
-20.86115, -34.82371, 25.04741, -0.26861,  0.22662,  1.35877
-21.26875, -24.92878, 25.04741, -0.26861,  0.22662, -4.62079
-20.12343, -21.12317, 25.04741, -0.26861,  0.22662,  3.11075
-20.43295, -28.38810, 29.31393, -2.05560,  1.60157,  3.85996
-13.95223, -23.05770, 25.04741, -0.26861,  0.22662,  0.81085
-16.78319, -22.72823, 25.04741, -0.26861,  0.22662,  3.16344
-15.09140, -16.77442, 29.23076,  1.48223,  1.56518, -0.69721
