
-12.22493, -26.11479, 25.04741, -0.26861,  0.22662,  1.92431
-23.67419, -24.81244, 25.04741, -0.26861,  0.22662, -0.48687
-18.77434, -29.25188, 25.04741, -0.26861,  0.22662,  3.90259
-9.64935, -26.62236, 20.78089,  1.51838, -1.14833,  2.41715
-15.48466, -21.91051, 25.04741, -0.26861,  0.22662, -0.01381
-17.66951, -17.36952, 29.23076,  1.48223,  1.56518,  4.71733
-10.25306, -25.05324, 25.04741, -0.26861,  0.22662,  1.79857
-10.92003, -23.75229, 25.04741, -0.26861,  0.22662,  2.46043
-18.35467, -23.72480, 29.23076,  1.48223,  1.56518, -1.18502
-10.58876, -20.96387, 25.04741, -0.26861,  0.22662,  0.92361
-10.96975, -29.42303, 25.04741, -0.26861,  0.22662,  1.81058
-12.75517, -23.09721, 25.04741, -0.26861,  0.22662, -1.79321
-16.27771, -28.53811, 25.04741, -0.26861,  0.22662,  0.08260
-15.12005, -24.22757, 25.04741, -0.26861,  0.22662, -0.07975
-12.59215, -28.44630, 25.04741, -0.26861,  0.22662, -0.03217
-13.69873, -27.23194, 25.04741, -0.26861,  0.22662,  0.87552
-14.86101, -27.56822, 29.23076,  1.48223,  1.56518,  0.57175
-10.03383, -19.15861, 29.23076,  1.48223,  1.56518, -1.70704
-17.04015, -28.63133, 25.04741, -0.26861,  0.22662,  1.52422
-12.92414, -24.25328, 25.04741, -0.26861,  0.22662,  0.70540
-16.62281, -24.09892, 25.04741, -0.26861,  0.22662,  4.43878
-20.20938, -23.74866, 20.83302,  1.49341,  1.57288,  0.00919
-17.25958, -26.75352, 29.23076,  1.48223,  1.56518, -0.90832
-16.26738, -23.03778, 29.23076,  1.48223,  1.56518, -1.82704
-13.31808, -22.62216, 25.04741, -0.26861,  0.22662,  1.11842
-10.71314, -37.25512, 25.04741, -0.26861,  0.22662,  2.25916
-11.23807, -24.05196, 20.78089,  1.51838, -1.14833,  3.81595
-13.46408, -21.11321, 20.78089,  1.51838, -1.14833, -0.15071
-14.02774, -21.65034, 25.04741, -0.26861,  0.22662,  2.07205
-14.81825, -26.87177, 29.23076,  1.48223,  1.56518, -1.25078
-20.13173, -23.67406, 20.78089,  1.51838, -1.14833,  1.38784
-18.13881, -16.90593, 25.04741, -0.26861,  0.22662,  3.11090
-12.69207, -18.37409, 25.04741, -0.26861,  0.22662,  1.99311
-17.38650, -21.61221, 25.04741, -0.26861,  0.22662,  0.85419
-19.06040, -21.41726, 25.04741, -0.26861,  0.22662,  0.03542
-17.82931, -24.65228, 25.04741, -0.26861,  0.22662,  2.47050
-21.60947, -22.25175, 29.23076,  1.48223,  1.56518,  1.28689
-16.55087, -28.77574, 25.04741, -0.26861,  0.22662,  0.65958
-17.49795, -26.07434, 25.04741, -0.26861,  0.22662, -0.05269
-14.04383, -27.58320, 25.04741, -0.26861,  0.22662,  0.92229
-12.71463, -25.16233, 29.23076,  1.48223,  1.56518,  1.10880
-10.96904, -30.94804, 25.01638,  3.24425,  2.91143,  2.45542
-10.89852, -24.80853, 29.23076,  1.48223,  1.56518, -1.17951
-16.09324, -26.97945, 25.04741, -0.26861,  0.22662,  3.39059
-21.45229, -30.66693, 25.04741, -0.26861,  0.22662, -0.34700
-9.42320, -26.76240, 25.04741, -0.26861,  0.22662,  0.93423
-12.54193, -28.30993, 20.96479, -1.96607,  1.52603, -2.02776
-8.46781, -26.31918, 20.83302,  1.49341,  1.57288,  0.92765
-14.64772, -25.44730, 25.04741, -0.26861,  0.22662, -0.21188
-12.70108, -19.44919, 25.04741, -0.26861,  0.22662,  1.26286
-16.73140, -24.52285, 25.04741, -0.26861,  0.22662,  0.69902
-11.51516, -24.94698, 25.04741, -0.26861,  0.22662,  3.14385
-13.21334, -26.72765, 25.04741, -0.26861,  0.22662, -0.49567
-16.05415, -23.79234, 29.23076,  1.48223,  1.56518,  0.20157
-11.78147, -28.60934, 25.04741, -0.26861,  0.22662,  1.17065
-8.11456, -33.90720, 25.04741, -0.26861,  0.22662,  0.64646
-20.61634, -29.04699, 25.04741, -0.26861,  0.22662, -0.24280
-20.62956, -25.46740, 25.04741, -0.26861,  0.22662,  1.49224
-19.08414, -24.66809, 25.04741, -0.26861,  0.22662, -0.59444
-18.11015, -26.21185, 20.83302,  1.49341,  1.57288,  2.74931
-15.02119, -21.00453, 25.04741, -0.26861,  0.22662,  3.20211
-23.66007, -24.18371, 25.04741, -0.26861,  0.22662, -0.41074
-12.01171, -28.12591, 25.04741, -0.26861,  0.22662, -2.82864
-17.65693, -23.68321, 25.04741, -0.26861,  0.22662, -0.54286
-14.37114, -27.39340, 25.04741, -0.26861,  0.22662,  0.96201
-20.48507, -30.09633, 25.04741, -0.26861,  0.22662, -2.37796
-9.96306, -28.59302, 25.04741, -0.26861,  0.22662, -0.27798
-10.80933, -30.93437, 25.04741, -0.26861,  0.22662,  2.31203
-16.78989, -26.56124, 25.04741, -0.26861,  0.22662,  2.09813
